,height,weight
0,1.670896074,51.252535867225006
1,1.8164863340000001,61.90959788190101
2,1.7627279960000002,69.41183424475301
3,1.7327016400000002,64.562251420898
4,1.721810374,65.452063573127
5,1.7449251360000002,55.92902784268801
6,1.7729718160000003,64.180916315439
7,1.7783738880000002,61.898258072651004
8,1.72472731,50.971217879351
9,1.696271944,54.733721229264
10,1.6887873260000001,57.811073304292
11,1.7176325820000005,51.77439388891
12,1.7348829920000002,56.976055110359
13,1.704760624,55.547738096466
14,1.734303618,52.655996019242004
15,1.8057266400000003,63.501797819075
16,1.6881094,58.741255177451
17,1.7436914580000002,64.851597993721
18,1.8092503820000003,62.551521803925006
19,1.7051319720000002,56.265820177413005
20,1.7229782660000004,64.083847548259
21,1.7495217740000002,65.108285915904
22,1.6124212100000002,44.407559384426705
23,1.7379154980000002,58.74143661439901
24,1.717752216,64.342123043737
25,1.7070994560000001,58.841998042828
26,1.79939569,64.602212908695
27,1.7143562360000004,59.670166991974
28,1.689963854,49.138750063788
29,1.6622008920000004,51.660632922514004
30,1.7658918200000002,46.856817568791996
31,1.67165528,54.772911610032004
32,1.72253402,57.056749192982004
33,1.7931142700000002,61.789486622325
34,1.8238429360000001,63.548971425554996
35,1.7578357020000002,58.39942796741901
36,1.696813472,64.319125910578
37,1.7185368220000001,54.989864840603
38,1.722298054,59.578359896286
39,1.6267518900000002,48.403522191255
40,1.741795602,56.408656414726
41,1.6556626779999999,56.635135085067
42,1.7693167560000003,63.353745269507
43,1.726369674,62.309802429952
44,1.6759143520000002,48.284862427263
45,1.7442812460000001,58.406322571443006
46,1.6987743520000003,66.081014753369
47,1.7195464720000004,52.988207071030004
48,1.773457718,65.145616567955
49,1.754839518,61.204352465025
50,1.775835666,66.688012062903
51,1.710228228,57.301643713545005
52,1.7848425060000002,56.91853959784301
53,1.7552273760000003,52.484447384908
54,1.6607424240000002,56.013758897404
55,1.782685538,67.082954939462
56,1.788316718,70.714460812919
57,1.6902115039999999,58.093479913854
58,1.6856501720000003,54.145366566137
59,1.7154398,60.697372273076
60,1.6892061720000002,58.392079771024996
61,1.7525893320000003,62.389498609361
62,1.7349101700000003,58.858327368148004
63,1.7021187700000002,58.433583472879995
64,1.7984703680000003,61.378531935105
65,1.732775554,49.718849345781
66,1.754102156,64.622579206108
67,1.7203681620000002,60.21393352513
68,1.7072782720000004,46.95928408517501
69,1.7111378020000003,56.576530950863
70,1.6578663820000001,58.655707656469005
71,1.7994066120000003,60.78931544647501
72,1.776080268,63.682962611653
73,1.6328410320000004,46.645216728187
74,1.7334280800000001,58.296326421718
75,1.6854698320000003,54.566753877867
76,1.7364138500000004,62.869535414532
77,1.6631132600000003,60.30846217503801
78,1.7708745380000002,52.445846674221
79,1.7202287160000005,55.57595154188
80,1.743441014,61.06505424819801
81,1.69631487,55.292274873682004
82,1.779307338,70.47768559577901
83,1.6834733920000002,58.487016654066004
84,1.7577302920000004,58.559364637081
85,1.7560241740000002,63.264024698721
86,1.711054744,63.906674368537
87,1.7803614380000001,59.688945716092
88,1.78248564,54.940559349984
89,1.7329292240000003,59.653157278099
90,1.730484728,61.937085579523
91,1.784161024,64.178602994352
92,1.815783008,63.779804582648005
93,1.7578011580000001,50.866438041881004
94,1.779601724,60.53507692309
95,1.7921485620000004,59.783519725237
96,1.6836755760000002,54.444011782545
97,1.611014558,55.835950688364
98,1.6958845940000002,58.124777787384005
99,1.7497402140000002,52.378987158883
100,1.6478082360000001,46.308469752699
101,1.7041550880000003,59.127126206609994
102,1.7360292940000002,60.864929294554
103,1.6665125420000002,44.74295465465211
104,1.7209899540000002,51.963496547963004
105,1.72773848,56.014892878329
106,1.7186130220000002,55.813633943759996
107,1.68439084,57.369092898964
108,1.7637013240000001,58.24897137829
109,1.6214404960000002,57.694273269017
110,1.7201583580000002,55.363761031194
111,1.7792948920000005,57.881289403168
112,1.782724908,59.711942849251
113,1.6750253520000002,50.754945037335
114,1.7781778000000004,55.35595924243
115,1.742726766,58.311431047639005
116,1.7477275179999998,60.18227277770401
117,1.771957848,61.717229357784
118,1.6625669060000003,52.589635455511
119,1.7481636360000001,62.098655181717
120,1.67132762,54.376834752548
121,1.7072543960000004,49.444063088035
122,1.7632733340000002,58.182520096085
123,1.7511765840000002,61.36710140738101
124,1.7257141000000003,48.468975570246
125,1.6668765239999999,55.925172307543
126,1.689000178,49.674850885891004
127,1.725373486,54.117515994619005
128,1.7499114100000002,63.611884687274
129,1.7841214,60.77416546131701
130,1.7339622420000003,60.137593929259005
131,1.8092828940000003,59.283978448156006
132,1.7550757380000002,52.418812568969
133,1.6356820220000001,56.152059211017004
134,1.8058345900000001,58.124550991199
135,1.7327544720000003,61.672505150102
136,1.6742971340000001,52.901253413701006
137,1.71289726,57.526444092117
138,1.877087178,68.669938564381
139,1.7775298460000004,59.149442951214
140,1.7657729480000002,61.782365222116
141,1.6556829980000003,51.436875806393004
142,1.7274207260000003,56.848142062019
143,1.73579536,57.871401089502
144,1.655677918,48.605325436668004
145,1.7338570860000002,52.824823099356
146,1.7416437100000004,60.70889351927401
147,1.6382174500000004,51.206088008537
148,1.7452474620000002,59.310286805616
149,1.7498435920000002,62.485569473327004
150,1.766318794,56.882116130532005
151,1.7119508560000003,62.807075745183006
152,1.6884703340000002,54.802304395608004
153,1.676709118,63.572739665743
154,1.840086236,62.024084596089004
155,1.628811068,48.132455390943
